鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,縣市
中山區,房地(土地+建物),臺北市中山區新生北路三段８４巷４０號四樓,18.2,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1150322,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731222,68.54,2,2,1,有,無,14830000,216370,,0.0,0,陽台外推；其他增建；,RPPNMLOLMHLGFCA67DA,54.54,0.0,11.02,無,080,台北市
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德二路二段２６６號二十一樓之７,17.53,商,,,1120524,土地1建物1車位2,二十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150121,181.5,3,2,2,有,有,26790000,177039,坡道平面,58.42,5000000,民國114年12月17日讓渡讓渡金額2679萬元配偶讓渡預售屋、或土地及建物分件登記案件；,RPWPMLQJNHLGFBB68DA,74.36,0.0,7.06,有,,台中市
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段７號二十三樓之１１,6.51,商,,,1111226,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141103,84.49000000000001,2,2,1,有,有,14630000,175958,坡道機械,9.87,1500000,預售屋、或土地及建物分件登記案件；,RPVUMLOJNHLGFCB98DA,43.86,0.0,4.92,有,,台中市
龜山區,房地(土地+建物)+車位,桃園市龜山區樂學路１５０號九樓,10.83,都市：其他:第二種產業專用區,,,1090905,土地2建物1車位1,九層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150204,109.88,3,2,1,有,有,6960000,74319,坡道平面,35.74,1450000,親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,RPVOMLOJNHLGFHH86DA,45.52,0.0,3.77,有,,桃園市
外埔區,房地(土地+建物),臺中市外埔區水美路２６之６號,78.03,,特定農業區,甲種建築用地,1150325,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1060222,159.3,4,2,4,有,無,9000000,56497,,0.0,0,頂樓加蓋；其他增建；,RPQPMLKMLHLGFEB87DA,153.72,0.0,5.58,無,,台中市
泰山區,房地(土地+建物)+車位,新北市泰山區明志路二段２９８巷６之９號六樓,16.47,住,,,1120405,土地2建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141210,108.85,3,2,1,有,有,15280000,152372,坡道平面,24.32,2400000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPXUMLNKJIKGFBF09DA,50.03,0.0,5.34,有,,新北市
永和區,房地(土地+建物)+車位,新北市永和區中山路一段１００號十二樓之５,10.91,商,,,1100726,土地4建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1141202,147.04000000000002,3,2,2,有,有,24330000,196314,坡道平面,36.35,2600000,預售屋、或土地及建物分件登記案件；,RPQOMLQJNHLGFHF98DA,68.07,0.0,4.96,有,,新北市
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區三民路１０７號三樓之１,25.31,住,,,1120211,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150212,144.98000000000002,3,2,2,有,有,13580000,99832,坡道平面,25.98,1700000,預售屋、或土地及建物分件登記案件；,RPSPMLOLLHLGFFB48DA,72.45,0.0,7.09,有,,台中市
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段４０１巷３０號十四樓,13.26,住,,,1130128,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150407,114.67,2,2,2,有,有,10100000,96771,坡道平面,25.8,1500000,預售屋、或土地及建物分件登記案件；,RPPRMLTLMHLGFEF66DA,54.57,0.0,4.49,有,,新北市
汐止區,房地(土地+建物),新北市汐止區大同路一段３３７巷１５弄１號３樓,28.92,都市：其他:第二種住宅區,,,1150320,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741230,101.28999999999999,3,2,2,有,無,10480000,103465,,0.0,0,,RPPNMLKLMHLGFDF87DA,86.24,0.0,9.09,無,,新北市
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段４０１巷３０號六樓,13.26,住,,,1130706,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150407,114.67,2,2,2,有,有,10960000,104760,坡道平面,25.8,1650000,預售屋、或土地及建物分件登記案件；,RPTQMLTLMHLGFEF96DA,54.57,0.0,4.49,有,,新北市
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北一路３３５號二十四樓之２,11.46,都市：其他:第六種新市政中心專用區,,,1111007,土地1建物1車位2,二十四層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造、鋼筋混凝土造,1150313,216.45999999999998,4,2,2,有,有,41080000,192065,坡道平面,22.88,3900000,預售屋、或土地及建物分件登記案件；,RPQNMLKKNHLGFCB47DA,108.42,11.19,9.43,有,,台中市
汐止區,車位,新北市汐止區青山路６號,0.97,住,,,1150504,土地1建物1車位1,一層,十四層,其他,住家用,鋼筋混凝土造,0900119,39.36,0,0,0,無,有,1850000,,坡道平面,39.36,1850000,本案件僅有車位交易僅車位交易；,RPQOMLQJNHLGFDF58DA,0.0,0.0,0.0,有,0005,新北市
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福十七路４８號９樓,21.36,住,,,1150322,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941021,129.35,3,2,1,有,有,11800000,91225,坡道平面,23.19,0,,RPQPMLNKMHLGFBB77DA,66.21,0.0,8.68,有,,台中市
新興區,房地(土地+建物),高雄市新興區中山一路１６號三十一樓之１８,4.57,其他,,,1101201,土地2建物1車位0,三十一層,三十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1150121,86.41,2,1,1,有,有,11170000,129267,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQRMLTLLHLGFBE88DA,45.34,0.0,10.99,有,,高雄市
蘆竹區,房地(土地+建物),桃園市蘆竹區南華一街１４０號十一樓之３,9.65,住,,,1150419,土地1建物1車位0,十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851203,126.41000000000001,3,2,2,有,有,11000000,87018,,0.0,0,,RPRNMLOKNHLGFEH78DA,86.87,0.0,12.81,有,,桃園市
平鎮區,房地(土地+建物),桃園市平鎮區延平路二段２６號十三樓之２,8.61,住,,,1150210,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011029,88.1,2,2,1,有,有,8380000,95119,,0.0,0,,RPSNMLOJNHLGFGH98DA,54.1,3.38,4.31,有,0262,桃園市
松山區,土地,西松段三小段312地號,35.25,都市：其他:道路用地(公共設施用地)。62/12/31,,,1150424,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3405150,96600,,0.0,0,115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPOOMLTLMHLGFDA28DA,0.0,0.0,0.0,無,,台北市
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中興五街４１號五樓,30.88,住,,,1150207,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,176.62,3,2,2,有,有,15350000,86910,坡道平面,26.44,0,,RPQQMLOKNHLGFEH98DA,80.8,5.4,14.2,有,,桃園市
桃園區,房地(土地+建物)+車位,桃園市桃園區永安路４２３巷１號五樓,15.89,住,,,1120415,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,130.16,2,2,1,有,有,13500000,115874,坡道平面,32.64,2200000,預售屋、或土地及建物分件登記案件；,RPTQMLSJNHLGFAH56DA,56.56,0.0,8.36,有,,桃園市
苓雅區,房地(土地+建物),高雄市苓雅區光華一路２６１號九樓之１,13.04,其他,,,1150325,土地1建物1車位0,九層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0781221,157.96,4,2,2,有,有,11000000,69638,,0.0,0,其他增建；,RPVRMLPLLHLGFBE98DA,115.82,4.22,8.79,有,,高雄市
龜山區,房地(土地+建物)+車位,桃園市龜山區樂學路２１０號二十樓,16.0,工,,,1100116,土地2建物1車位1,二十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150204,145.26,3,2,2,有,有,10500000,80807,坡道平面,35.74,1650000,轉讓日期114.04.11轉讓金額不變，二等親讓渡預售屋、或土地及建物分件登記案件；,RPPQMLOJNHLGFHH09DA,67.92,0.0,4.91,有,,桃園市
五股區,房地(土地+建物)+車位,新北市五股區芳洲二路５５號六樓,14.72,住,,,1150406,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121215,123.08,2,2,2,有,有,14000000,126652,坡道平面,32.28,2500000,,RPTOMLRJMHLGFBF68DA,48.94,5.73,6.59,有,0016,新北市
板橋區,房地(土地+建物)+車位,新北市板橋區中山路一段２３６號三十三樓,15.54,商,,,1080910,土地4建物1車位1,三十三層,四十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1141023,187.98,3,2,2,有,有,40000000,233787,坡道平面,27.15,2400000,於民國109年11月11日簽訂房屋及土地權利轉讓書。預售屋、或土地及建物分件登記案件；,RPTPMLLKJHLGFAF87DA,94.12,6.52,5.77,有,,新北市
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路２２５號十七樓之１５,7.76,商,,,1121221,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1141218,137.48000000000002,3,2,2,有,有,13900000,113138,坡道平面,31.68,1930000,預售屋、或土地及建物分件登記案件；,RPQOMLLLJHLGFDE77DA,63.36,0.0,4.97,有,,高雄市
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段４０１巷７７號六樓,30.44,住,,,1150329,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140828,196.63,3,2,2,有,有,18320000,101339,坡道平面,34.6,1900000,預售屋、或土地及建物分件登記案件；,RPUNMLQJNHLGFEF09EA,95.26,0.0,8.66,有,,新北市
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路４５８號七樓之１７,6.09,其他,,,1150316,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980325,62.989999999999995,1,1,1,有,有,5980000,94936,,0.0,0,,RPPOMLQKLHLGFAE97DA,41.73,1.28,0.0,有,,高雄市
新店區,房地(土地+建物),新北市新店區屈尺路６２巷１號,29.96,商,,,1150426,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0700820,86.4,2,1,1,有,無,7000000,81019,,0.0,0,,RPVNMLMKNHLGFCF58DA,83.43,2.97,0.0,無,,新北市
文山區,房地(土地+建物),臺北市文山區興隆路一段１２５巷１之４號四樓,36.5,都市：其他:第三種住宅區。,,,1150411,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650422,95.56,3,2,1,有,無,13760000,143993,,0.0,0,陽台外推；頂樓加蓋；,RPTNMLPKNHLGFAA97DA,95.56,0.0,0.0,無,060,台北市
三重區,房地(土地+建物)+車位,新北市三重區仁愛街３１５巷３５號三樓,10.28,住,,,1150206,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050106,79.02000000000001,2,2,1,有,有,15250000,190267,塔式車位,8.33,1800000,其他增建；,RPQNMLMKNHLGFGF58EA,40.48,3.72,3.5,有,0341,新北市
新店區,房地(土地+建物),新北市新店區永安街６８巷２號三樓,23.62,住,,,1150326,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680330,79.2,3,2,1,有,無,9000000,113636,,0.0,0,陽台外推；,RPPNMLRJNHLGFCF38DA,69.74,0.0,9.46,無,,新北市
永和區,房地(土地+建物),新北市永和區自強街１巷８號六樓,22.44,住,,,1130721,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1141017,72.22,2,1,2,有,有,18000000,249238,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWNMLSLMHLGFHF17DA,43.08,0.0,4.72,有,,新北市
龜山區,房地(土地+建物)+車位,桃園市龜山區文桃路２３０號十三樓,15.06,住,,,1150411,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121026,126.74,2,2,1,有,有,15800000,144821,坡道平面,31.45,2000000,,RPPNMLPKNHLGFHH09EA,57.38,0.0,4.7,有,,桃園市
三民區,房地(土地+建物),高雄市三民區建國三路６號四樓之６３,1.51,商,,,1150424,土地1建物1車位0,四層，走廊,二十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840615,25.67,0,0,0,無,有,3470000,135177,,0.0,0,,RPRNMLOLMHLGFDE38DA,9.59,0.0,3.24,有,,高雄市
新屋區,土地,下田心子段下田心子小段859-2地號,306.0,,特定農業區,甲種建築用地,1150421,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7404800,24199,,0.0,0,,RPPOMLRJNHLGFDH78DA,0.0,0.0,0.0,無,,桃園市
北屯區,房地(土地+建物)+車位,臺中市北屯區旱溪東路三段３９號十樓之１,36.97,住,,,1150402,土地1建物1車位2,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050726,252.77999999999997,2,2,2,有,有,20580000,81415,坡道平面,59.02,0,,RPRPMLTLMHLGFBB58DA,115.77,2.68,12.47,有,,台中市
大同區,土地,橋北段一小段571-1地號,5.89,都市：其他:道路用地(公共設施用地)。68/5/28,,,1150424,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,328600,55789,,0.0,0,115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPPPMLTLMHLGFBA28DA,0.0,0.0,0.0,無,032,台北市
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段４０１巷４８號六樓,13.23,住,,,1130409,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150407,113.53,2,2,1,有,有,10100000,97940,坡道平面,24.7,1400000,預售屋、或土地及建物分件登記案件；,RPQNMLSLMHLGFEF88DA,54.46,0.0,4.56,有,,新北市
梓官區,房地(土地+建物),高雄市梓官區嘉展路２９號,64.78,,鄉村區,乙種建築用地,1150429,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0640109,107.52,3,2,4,有,無,3400000,31622,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；其他增建；,RPPOMLMKNHLGFFE28DA,107.52,0.0,0.0,無,,高雄市
美濃區,土地,中興段489-2地號,143.0,,特定農業區,甲種建築用地,1150409,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,13986,,0.0,0,,RPQNMLRLMHLGFKE66DA,0.0,0.0,0.0,無,,高雄市
林口區,房地(土地+建物)+車位,新北市林口區吉祥路４０號十五樓,12.76,商,,,1120315,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150213,138.57999999999998,3,2,2,有,有,18900000,147662,坡道平面,26.5,2350000,114.10.17 以原價轉讓預售屋、或土地及建物分件登記案件；,RPRRMLKLJHLGFBF97DA,65.92,0.0,7.16,有,,新北市
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十六街３２號十三樓之６,11.77,商,,,1150320,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1031110,101.23,2,2,1,有,有,9300000,91870,坡道機械,10.36,0,,RPXNMLNLLHLGFEE88DA,58.51,0.0,3.55,有,,高雄市
松山區,土地,敦化段一小段750地號,0.78,都市：其他:道路用地(公共設施用地)。48/3/13,,,1150424,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,123553,0,,0.0,0,115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPTOMLTLMHLGFDA78DA,0.0,0.0,0.0,無,055,台北市
三重區,土地,五谷王段122地號,151.72,商,,,1150317,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30816500,203114,,0.0,0,合建案建商與地主間之交易；,VPOOMLTLMHLGFGF86DA,0.0,0.0,0.0,無,0295,新北市
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮自強路２３號九樓,24.35,住,,,1150405,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830428,150.64,3,2,2,有,有,7300000,48460,坡道平面,0.0,0,,RPQNMLSJNHLGFCJ98DA,81.5,0.0,11.66,有,,新竹縣
板橋區,房地(土地+建物),新北市板橋區中山路一段２８３巷１弄２號四樓,26.75,住,,,1150326,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0640321,86.25,3,2,2,有,無,14500000,168116,,0.0,0,陽台外推；頂樓加蓋；,RPRPMLQJNHLGFAF48DA,86.25,0.0,0.0,無,0172,新北市
板橋區,房地(土地+建物),新北市板橋區南雅西路一段６３巷４號三樓,36.29,住,,,1150412,土地2建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,89.12,3,2,2,有,無,12000000,134650,,0.0,0,陽台外推；,RPWPMLSJNHLGFAF56DA,89.12,0.0,0.0,無,0070,新北市
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德二路二段２６６號十一樓之３,17.53,商,,,1120628,土地1建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150121,152.39,3,2,2,有,有,23200000,168047,坡道平面,29.21,2500000,民國115年3月19日讓渡讓渡金額2235萬元整預售屋、或土地及建物分件登記案件；,RPWOMLQJNHLGFBB58DA,74.45,0.0,7.06,有,,台中市
烏日區,房地(土地+建物)+車位,臺中市烏日區興祥街１９１巷２５號四樓,22.01,商,,,1150412,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860509,172.33999999999997,4,2,2,有,有,12000000,69630,坡道平面,0.0,1300000,,RPQNMLMKMHLGFIB18DA,112.73,0.0,16.72,有,,台中市
尖石鄉,土地,新樂段水田小段256地號,587.0,,山坡地保育區,農牧用地,1150308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,852,,0.0,0,,RPRNMLLKNHLGFCJ58EA,0.0,0.0,0.0,無,,新竹縣
板橋區,房地(土地+建物)+車位,新北市板橋區中山路一段２３６號十樓,16.71,商,,,1080617,土地4建物1車位2,十層,四十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1141023,215.17000000000002,3,2,2,有,有,30880000,163362,坡道平面,54.3,4600000,預售屋、或土地及建物分件登記案件；,RPVNMLLKJHLGFAF87DA,94.12,6.52,5.81,有,,新北市
梧棲區,房地(土地+建物),臺中市梧棲區文雅街１９６巷６０號,108.0,住,,,1150215,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1040319,168.9,4,3,3,有,無,18200000,107756,,0.0,0,,RPUOMLMLMHLGFFB48DA,160.89,0.0,8.01,無,,台中市
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區五福一路３３號八樓,26.84,住,,,1141231,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950629,140.37,3,2,2,有,有,8680000,61837,坡道平面,0.0,0,,RPVNMLLLJHLGFEH58DA,79.98,1.83,0.0,有,0311,桃園市
土城區,房地(土地+建物)+車位,新北市土城區青和街５１號十四樓,13.65,住,,,1091226,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150123,104.58,2,1,1,有,有,9920000,110195,坡道平面,31.8,1900000,於民國111年10月20日讓與。預售屋、或土地及建物分件登記案件；,RPTPMLRLMHLGFAF88DA,45.77,0.0,2.94,有,,新北市
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路１２６巷３弄２２號十四樓,25.22,都市：其他:科技商務服務專用區,,,1150412,土地1建物1車位2,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,190.45,3,2,2,有,有,20300000,106590,坡道平面,0.0,0,,RPPNMLNKMHLGFCJ38DA,83.68,0.0,8.82,有,011,新竹縣
前金區,房地(土地+建物),高雄市前金區七賢二路３２２號１０樓之１,13.22,商,,,1150415,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,0701228,153.37,4,2,2,有,有,7000000,45641,,0.0,0,土地價款為新台幣556萬元整，建物價款為新台幣144萬元整，,RPPNMLMKNHLGFAE77EA,114.04,0.0,10.01,有,,高雄市
桃園區,房地(土地+建物),桃園市桃園區民生路５２１號五樓之１,5.78,住,,,1150326,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831005,33.25,1,1,1,有,有,2700000,81203,,0.0,0,,RPSOMLRJMHLGFAH68DA,23.93,0.0,0.0,有,,桃園市
烏日區,土地,成功嶺段669-6地號,213.31,住,,,1150305,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10969471,51425,,0.0,0,,RPQOMLPJNHLGFIB58DA,0.0,0.0,0.0,無,0118,台中市
土城區,房地(土地+建物),新北市土城區延和路１７７巷１１弄９號四樓,18.99,住,,,1150320,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700130,79.06,3,2,1,有,無,7300000,92335,,0.0,0,陽台外推；其他增建；,RPTOMLQJNHLGFAF58DA,67.22,0.0,11.84,無,,新北市
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家一路二段３０號七樓,41.73,住,,,1150322,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140917,186.54000000000002,3,2,2,有,有,36700000,248427,坡道平面,49.88,2750000,,RPSNMLNKNHLGFBJ78EA,83.11,0.0,5.87,有,,新竹縣
西屯區,房地(土地+建物),臺中市西屯區太原路一段１８７號四樓之７,13.12,住,,,1150331,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970418,61.459999999999994,1,1,1,有,有,4300000,69964,,0.0,0,,RPQNMLLKNHLGFCB67EA,32.62,2.94,5.13,有,,台中市
北屯區,車位,臺中市北屯區詔安街８８號二樓之２等公共設施,0.0,,,,1150420,土地0建物1車位3,,,其他,,,,93.21,0,0,0,無,有,3100000,,坡道平面,93.21,3100000,特殊車位；建物坐落地號：碧柳段78地號；僅車位交易；,RPSPMLPJNHLGFBB18DA,0.0,0.0,0.0,有,,台中市
大寮區,房地(土地+建物)+車位,高雄市大寮區琉球路１６９號五樓之３,24.32,住,,,1150321,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1110614,102.49000000000001,3,1,2,有,有,7600000,74154,坡道平面,21.66,0,,RPPNMLOLMHLGFLE98DA,52.97,0.0,5.13,有,0160,高雄市
新店區,土地,黎明段441地號,544.96,都市：其他:已開發建築密集地區,,,1150317,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,60000000,110100,,0.0,0,土地增值稅及買賣價金信託費由買方負擔,RPWNMLOJNHLGFCF78DA,0.0,0.0,0.0,無,0224,新北市
三重區,房地(土地+建物),新北市三重區仁政街４號六樓,25.53,工,,,1150131,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0831118,134.33,3,2,2,有,無,15880000,118216,,0.0,0,陽台外推；其他增建；,RPPNMLOKNHLGFGF68EA,114.96,0.0,9.79,有,,新北市
三民區,房地(土地+建物)+車位,高雄市三民區懷安街１７０號十二樓之２,10.69,住,,,1150404,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1100709,95.46000000000001,2,1,1,有,有,10000000,104756,坡道機械,15.92,0,,RPRNMLKLMHLGFDE97DA,45.04,1.83,4.67,有,0059,高雄市
新竹市,房地(土地+建物),新竹市新竹市新香街１８８巷３１號,160.94,,山坡地保育區,丙種建築用地,1150411,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0940713,233.6,4,3,5,有,有,18300000,78339,,0.0,0,陽台外推；,RPPNMLKKNHLGFAO48DA,206.08,3.52,24.0,無,,新竹市
八德區,房地(土地+建物)+車位,桃園市八德區仁德二路２２號五樓,25.56,住,,,1150307,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020823,163.65,2,2,2,有,有,12500000,76383,坡道平面,38.87,0,陽台外推；其他增建；,RPPOMLKLMHLGFFH38DA,71.81,6.75,7.34,有,0218,桃園市
文山區,房地(土地+建物),臺北市文山區木新路三段１４５巷１號四樓,37.96,都市：其他:第三種住宅區。,,,1150206,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720712,116.98,3,2,1,有,無,17000000,145324,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLOKNHLGFAA97DA,92.84,0.0,13.27,無,120,台北市
新屋區,房地(土地+建物)+車位,桃園市新屋區民族路六段５１５巷３０號二樓之５,24.55,住,,,1130904,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141208,145.89,3,2,2,有,有,12700000,94004,坡道平面,25.15,1350000,預售屋、或土地及建物分件登記案件；,RPWSMLPJLHLGFDH86DA,73.34,0.0,8.09,有,,桃園市
中正區,房地(土地+建物)+車位,臺北市中正區同安街６６號,45.94,都市：其他:第三種住宅區。,,,1150208,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0860131,161.95,3,3,3,有,有,51880000,320346,升降機械,0.0,0,陽台外推；夾層；其他增建；,RPPNMLQKMHLGFAA57DA,107.57,0.0,11.21,有,,台北市
中壢區,房地(土地+建物)+車位,桃園市中壢區中園路１９２號二樓之１３,68.8,,工業區,丁種建築用地,1140121,土地1建物1車位4,二層,十二層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,1141127,495.71,0,0,0,無,有,36040000,90824,坡道平面,164.96,6000000,預售屋、或土地及建物分件登記案件；,RPUOMLTKLHLGFBH56DA,212.64,0.0,0.0,有,,桃園市
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段７６５號六樓之１３,5.03,商,,,1090813,土地1建物1車位1,六層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1141028,102.92,2,2,1,有,有,8670000,101852,坡道平面,30.56,1300000,1.讓渡日期:112/6/2  2.此申報總價為八百七十七萬預售屋、或土地及建物分件登記案件；,RPRQNLPJNHLGFCB38DA,42.98,0.0,4.41,有,,台中市
