鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,縣市
橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街２２１號五樓,11.58,住,,,1130313,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1150106,89.38,1,2,2,有,有,9500000,102777,坡道機械,7.65,1100000,預售屋、或土地及建物分件登記案件；,RPQNMLOKLHLGFFE28DA,48.22,0.0,4.05,有,,高雄市
龜山區,房地(土地+建物)+車位,桃園市龜山區文青路１７５號十九樓之６,22.28,住,,,1150322,土地1建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040814,177.81,3,2,2,有,有,18680000,118947,坡道平面,37.58,2000000,,RPPNMLNKMHLGFHH68DA,91.28,0.0,9.02,有,0202,桃園市
林口區,土地,興福段512-1地號,1.41,都市：其他:道路保留地,,,1150331,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,21350,15142,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLNLMHLGFBF58DA,0.0,0.0,0.0,無,,新北市
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德賢路２２０巷３２號五樓,32.01,其他,,,1150314,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810325,178.73,3,2,2,有,有,8250000,46159,坡道平面,0.0,0,,RPRNMLMLMHLGFEE28DA,112.58,0.0,8.64,有,,高雄市
中壢區,房地(土地+建物),桃園市中壢區長沙路７之１號七樓,11.86,商,,,1150322,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810401,93.48,4,0,4,有,無,7600000,81301,,0.0,0,,RPUQMLLKNHLGFBH78DA,80.57,0.0,6.19,有,0210,桃園市
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉中崙２２６之７號五樓,35.37,,特定農業區,甲種建築用地,1150201,土地2建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141215,158.28,3,2,2,有,無,15500000,110462,坡道平面,31.54,1500000,,RPORMLRLLHLGFDJ56DA,74.68,0.0,8.33,有,,新竹縣
大同區,房地(土地+建物),臺北市大同區西寧北路１１６號二樓,28.0,都市：其他:特定專用區(供特定住宅使用)。,,,1150202,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650126,110.91,1,0,2,有,無,19200000,173113,,0.0,0,陽台外推；其他增建；,RPRNMLPJLHLGFBA57DA,103.26,0.0,7.65,無,,台北市
龜山區,房地(土地+建物)+車位,桃園市龜山區樂學路１４２號六樓,10.92,都市：其他:第二種產業專用區,,,1090810,土地2建物1車位1,六層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150204,110.52000000000001,1,2,1,有,有,6750000,72851,坡道平面,35.71,1300000,轉讓日期112.12.26轉讓金額900萬元整二等親讓渡預售屋、或土地及建物分件登記案件；,RPXNMLOJNHLGFHH96DA,45.48,0.0,4.27,有,,桃園市
小港區,土地,坪南段169-3地號,119.29,住,,,1150205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3340109,28000,,0.0,0,協議價購；,RPQTMLLLMHLGFCE48DA,0.0,0.0,0.0,無,0242,高雄市
松山區,房地(土地+建物),臺北市松山區南京東路五段３８９巷１１弄２號,26.4,都市：其他:第三種商業區。,,,1150201,土地1建物1車位0,一層，騎樓，夾層,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0820322,145.51,4,2,2,有,無,26000000,178682,,0.0,0,夾層；其他增建；,RPQOMLRJNHLGFDA18DA,129.01,10.18,0.0,無,,台北市
信義區,房地(土地+建物),臺北市信義區莊敬路２８９巷８弄１４號二樓,16.6,都市：其他:第三種住宅區。,,,1150410,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800806,50.7,0,0,0,無,無,12950000,255424,,0.0,0,,RPPOMLRJNHLGFDA08DA,43.08,0.0,4.88,無,,台北市
南屯區,房地(土地+建物)+車位,臺中市南屯區惠中路三段７７號四樓之８,12.28,商,,,1150322,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950113,127.28999999999999,2,2,1,有,有,15000000,117841,坡道平面,14.99,0,,RPQOMLLMLHLGFCB67DA,54.92,2.45,4.2,有,,台中市
大寮區,房地(土地+建物),高雄市大寮區光明路三段３８３號二樓,33.34,其他,,,1150323,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1101029,88.17999999999999,2,2,2,有,有,5750000,65208,,0.0,0,廚房後陽台遮雨棚、氣密窗增建。其他增建；,RPXNMLNKNHLGFLE07DA,56.71,0.0,9.0,有,,高雄市
三重區,房地(土地+建物)+車位,新北市三重區忠孝路二段３２巷２５號二十樓,20.08,住,,,1150402,土地2建物1車位1,二十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851129,204.41,4,2,2,有,有,22000000,107627,坡道平面,49.23,0,陽台雨遮花台外移,RPRNMLLKNHLGFGF48DA,138.36,11.17,14.78,有,0098,新北市
內門區,土地,橫山段601地號,124.75,,山坡地保育區,丙種建築用地,1150427,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,330000,2645,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQJNHLGFHE68DA,0.0,0.0,0.0,無,,高雄市
信義區,房地(土地+建物),臺北市信義區忠孝東路五段７９０巷３０弄１號五樓,40.28,都市：其他:第三種住宅區。,,,1150322,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700131,135.79,3,2,2,有,無,24000000,176744,,0.0,0,陽台外推；其他增建；,RPWNMLRKMHLGFDA68DA,123.53,0.0,12.26,無,,台北市
太平區,房地(土地+建物)+車位,臺中市太平區旱溪東路二段１２９號十三樓之１,21.82,住,,,1150331,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131119,123.25,2,2,1,有,有,11700000,94929,坡道平面,41.22,0,,RPWNMLNKMHLGFJB98DA,48.61,0.0,5.51,有,0132,台中市
田寮區,土地,崇西段652地號,4235.41,,山坡地保育區,農牧用地,1150420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7650000,1806,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRJNHLGFJE98DA,0.0,0.0,0.0,無,0029,高雄市
大溪區,土地,大成段825地號,47.91,,,,1150422,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,957777,19991,,0.0,0,包含公共設施保留地用地；,RPSOMLLKNHLGFCH48DA,0.0,0.0,0.0,無,0082,桃園市
永和區,房地(土地+建物),新北市永和區保安路１０５巷１２號五樓,27.07,住,,,1150322,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740601,87.9,4,3,2,有,無,14200000,161547,,0.0,0,頂樓加蓋；其他增建；,RPWOMLKLMHLGFHF09DA,78.99,0.0,8.91,無,,新北市
仁武區,房地(土地+建物),高雄市仁武區八德南路１００巷６弄１８號,140.27,其他,,,1150410,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690520,86.8,3,2,2,有,無,8000000,92166,,0.0,0,賣方賣清。親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；其他增建；,RPXNMLOKMHLGFIE76DA,86.8,0.0,0.0,無,,高雄市
中和區,房地(土地+建物),新北市中和區民享街１１號四樓,13.56,住,,,1150317,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860221,72.3,3,2,1,有,無,11310000,156432,,0.0,0,前陽台外推、前後方增建,RPSOMLPJNHLGFHF09DA,43.71,2.56,9.73,有,,新北市
萬華區,車位,臺北市萬華區開封街二段６４號等共有部分,0.0,,,,1130128,土地0建物1車位1,,,其他,,,,16.53,0,0,0,無,有,1800000,,升降機械,16.53,1800000,建物坐落地號：福星段二小段388地號；僅車位交易；預售屋、或土地及建物分件登記案件；,RPXUMLPLLHLGFBA09DA,0.0,0.0,0.0,有,134,台北市
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路１６巷７３號八樓,25.93,住,,,1150506,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030211,155.88,3,2,2,有,有,16460000,114689,坡道平面,25.44,1500000,,RPUNMLMKNHLGFEF68DA,79.31,1.5,10.38,有,0012,新北市
太平區,土地,義平段159地號,109.0,住,,,1150207,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5380000,49358,,0.0,0,未登記建物；包含公共設施保留地用地；,RPPNMLSJNHLGFJB78DA,0.0,0.0,0.0,無,,台中市
蘆洲區,車位,新北市蘆洲區忠孝路１５號等,0.0,,,,1150424,土地0建物1車位1,,,其他,,,,30.22,0,0,0,無,有,1700000,,升降平面,30.22,1700000,建物坐落地號：保和段555地號；合建案建商與地主間之交易；僅車位交易；,RPPNMLNLMHLGFGF48DA,0.0,0.0,0.0,有,0026,新北市
八里區,土地,埤頭段310地號,16.33,工,,,1150108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1480000,90631,,0.0,0,,RPPOMLNJLHLGFEF08DA,0.0,0.0,0.0,無,0362,新北市
中壢區,房地(土地+建物)+車位,桃園市中壢區環中東路二段３１２巷１號十樓,12.01,住,,,1150401,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880528,130.69,3,2,2,有,有,9880000,75599,坡道平面,0.0,0,,RPTPMLLKNHLGFBH58DA,75.06,2.47,10.0,有,,桃園市
大安區,房地(土地+建物)+車位,臺北市大安區麗水街９巷９號十五樓之２,22.4,都市：其他:第三種住宅區。,,,1120524,土地1建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1150128,168.87,2,2,2,有,有,76600000,537865,坡道平面,33.52,3800000,預售屋、或土地及建物分件登記案件；,RPUPMLTLMHLGFFA56DA,72.23,9.11,7.69,有,,台北市
仁武區,房地(土地+建物)+車位,高雄市仁武區京吉二路４０號六樓,10.94,商,,,1150303,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1141013,93.41,2,1,1,有,有,8500000,90997,坡道平面,17.75,0,,RPOQMLQJNHLGFIE98DA,45.33,0.0,3.89,有,0193,高雄市
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段６１２號十一樓之１,22.34,住,,,1120220,土地1建物1車位2,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140911,174.20999999999998,3,2,2,有,有,16100000,112564,坡道平面,63.34,3620000,預售屋、或土地及建物分件登記案件；,RPTOMLSJNHLGFJB66DA,69.93,0.0,3.34,有,,台中市
三重區,房地(土地+建物),新北市三重區神農街５３７號二樓,17.64,住,,,1100928,土地1建物1車位0,二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140915,86.5,2,2,1,有,有,10690000,123584,,0.0,0,預售屋、或土地及建物分件登記案件；,RPOOMLLKNHLGFGF28DA,53.96,0.0,2.86,有,,新北市
新興區,房地(土地+建物)+車位,高雄市新興區中山一路１６號六樓之３,4.01,都市：其他:第五種商業區,,,1091207,土地2建物1車位1,六層,三十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1150121,100.00999999999999,2,1,1,有,有,8750000,103276,坡道平面,24.0,900000,預售屋、或土地及建物分件登記案件；,RPTNMLTLMHLGFBE88DA,46.84,0.0,2.73,有,,高雄市
新莊區,土地,光明段450地號,50.47,住,,,1150424,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,21800000,431940,,0.0,0,,RPOSNLTLMHLGFBF09DA,0.0,0.0,0.0,無,0090,新北市
小港區,土地,坪北段646-7地號,8.16,,,,1150205,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,123261,15106,,0.0,0,協議價購；,RPSRMLMLMHLGFCE58DA,0.0,0.0,0.0,無,0252,高雄市
大園區,房地(土地+建物)+車位,桃園市大園區園科路１１７號十七樓之３,17.24,商,,,1130819,土地1建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141223,119.74000000000001,2,2,2,有,有,11050000,96468,坡道平面,21.78,1600000,預售屋、或土地及建物分件登記案件；,RPUOMLLMLHLGFEH88DA,58.89,0.0,5.81,有,,桃園市
太平區,房地(土地+建物),臺中市太平區育賢路２１７號,125.0,住,,,1150223,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1020503,333.78,5,3,6,有,無,36000000,107855,,0.0,0,,RPTNMLPJLHLGFJB68DA,304.72,0.0,29.06,有,,台中市
仁武區,房地(土地+建物),高雄市仁武區西一巷１３之１號,99.01,農,,,1141225,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1120411,178.71,4,2,5,有,無,16900000,94567,,0.0,0,鐵皮屋頂增建、遮雨棚增建。其他增建；,RPXPMLTLMHLGFIE57DA,163.92,0.0,14.79,無,0330,高雄市
新竹市,房地(土地+建物)+車位,新竹市新竹市中華路四段２８６號三樓之１１,17.44,住,,,1150207,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040505,138.22,2,2,1,有,有,14560000,105339,坡道平面,34.0,0,,RPRNMLMKMHLGFAO78DA,59.73,2.67,11.63,有,28,新竹市
松山區,房地(土地+建物)+車位,臺北市松山區三民路８０巷７號九樓,16.73,都市：其他:第三種住宅區。,,,1150326,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140625,161.29,3,2,2,有,有,49000000,303801,坡道平面,34.75,0,,RPROMLRJNHLGFDA28DA,78.46,4.16,5.79,有,,台北市
大園區,房地(土地+建物)+車位,桃園市大園區大觀路６００巷４６弄５之１號五樓,28.17,,一般農業區,甲種建築用地,1150227,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840211,123.67,3,2,2,有,有,5680000,45929,坡道平面,0.0,0,,RPWNMLOJNHLGFEH56DA,59.69,0.0,7.93,有,,桃園市
北區,房地(土地+建物),臺中市北區山西路二段３９號,77.5,住,,,1141229,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0730905,153.79,5,1,3,有,無,19400000,126146,,0.0,0,騎樓增建其他增建；,RPUNMLLMLHLGFBB87DA,140.14,6.94,6.71,無,,台中市
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段８０號四樓,11.25,商,,,1130814,土地1建物1車位1,四層,二十九層,住宅大樓(11層含以上有電梯),辦公用,鋼骨構造,1150317,162.20999999999998,0,0,0,無,有,23650000,157262,坡道平面,24.86,2050000,預售屋、或土地及建物分件登記案件；,RPXWMLTLMHLGFBF67DA,76.92,0.0,5.57,有,,新北市
中山區,土地,榮星段四小段101-3地號,1.98,都市：其他:道路用地(公共設施用地)。62/8/20,,,1150424,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,119691,60450,,0.0,0,115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPVOMLTLMHLGFCA88DA,0.0,0.0,0.0,無,,台北市
北屯區,房地(土地+建物)+車位,臺中市北屯區南興北一路１１８號十一樓之７,25.86,住,,,1120409,土地1建物1車位2,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150205,229.76999999999998,4,2,2,有,有,25600000,135177,坡道平面,68.5,3800000,預售屋、或土地及建物分件登記案件；,RPTPNLMJMHLGFBB97DA,94.65,0.0,10.96,有,,台中市
太平區,房地(土地+建物)+車位,臺中市太平區育才路１６７號三樓之６,19.14,住,,,1121226,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150113,125.02000000000001,2,2,2,有,有,11810000,103420,坡道平面,28.23,1800000,預售屋、或土地及建物分件登記案件；,RPTRMLLMLHLGFJB98DA,56.68,0.0,7.06,有,,台中市
中壢區,房地(土地+建物)+車位,桃園市中壢區成章三街１２２號十二樓,24.22,住,,,1150313,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121019,190.6,3,2,2,有,有,17680000,92760,坡道平面,69.62,0,,RPUOMLOJNHLGFBH78DA,72.59,0.0,7.87,有,0146,桃園市
小港區,房地(土地+建物),高雄市小港區高坪六十二街８９巷１之１號,71.02,住,,,1150411,土地1建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1140801,174.54,4,2,4,有,無,15300000,87659,,0.0,0,,RPPNMLMKNHLGFCE87DA,159.62,0.0,14.92,無,,高雄市
觀音區,房地(土地+建物),桃園市觀音區仁德街８１號三樓,14.0,,工業區,丁種建築用地,1141104,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140430,55.75,2,1,1,有,無,4880000,87534,,0.0,0,,RPOPMLOKNHLGFBH38DA,40.54,0.0,3.68,有,,桃園市
橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街１９１號四樓,12.64,住,,,1130623,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1150106,96.11,2,2,1,有,有,10090000,101628,坡道機械,7.65,1100000,預售屋、或土地及建物分件登記案件；,RPWNMLNLQHKGFFE66DA,43.62,0.0,13.09,有,,高雄市
北屯區,房地(土地+建物)+車位,臺中市北屯區南興北一路１１８號五樓之７,25.86,住,,,1130430,土地1建物1車位2,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150205,229.76999999999998,4,2,2,有,有,28200000,149439,坡道平面,68.5,4100000,預售屋、或土地及建物分件登記案件；,RPSWMLMJMHLGFBB48DA,94.65,0.0,10.96,有,,台中市
三民區,房地(土地+建物)+車位,高雄市三民區熱河三街４０號五樓,15.65,住,,,1150304,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1141014,141.01999999999998,2,2,2,有,有,13990000,107446,坡道平面,30.36,2100000,,RPRPMLOKLHLGFDE38DA,61.86,0.0,8.56,有,,高雄市
土城區,房地(土地+建物)+車位,新北市土城區青和街６５號十四樓,21.85,住,,,1100724,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150123,147.43,3,2,2,有,有,17100000,130589,坡道平面,31.8,2000000,預售屋、或土地及建物分件登記案件；,RPUQMLRLMHLGFAF09DA,73.22,0.0,4.11,有,,新北市
中壢區,房地(土地+建物),桃園市中壢區龍慈路２３９巷４８號十八樓,6.28,住,,,1150228,土地1建物1車位0,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890302,78.55,2,2,1,有,有,6600000,84023,,0.0,0,,RPSNMLQJNHLGFBH68DA,52.93,0.0,7.47,有,0277,桃園市
大安區,房地(土地+建物),臺北市大安區羅斯福路二段７９號四樓之４,13.25,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1150210,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0780930,144.03,3,2,2,有,有,35000000,243005,,0.0,0,陽台外推；其他增建；,RPPNMLRLKHLGFFA08DA,103.21,2.29,5.26,有,,台北市
